id,year,era,region,title,text
138,-1260,BCE,Poland-Lithuania,Poland-Lithuania: Trial Of A Statesman (1260 BCE),"In 1260 BCE, Poland-Lithuania saw a far-reaching trial of a statesman that transformed regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
139,-2821,BCE,Early Modern Europe,Early Modern Europe: Postal Relay (2821 BCE),"In 2821 BCE, Early Modern Europe saw a remarkable postal relay that transformed regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
140,897,CE,Byzantine Empire,Byzantine Empire: Artisan Strike (897 CE),"In 897 CE, Byzantine Empire saw a notable artisan strike that codified regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
141,-1026,BCE,Ancient China,Ancient China: Architectural Project (1026 BCE),"In 1026 BCE, Ancient China saw a contested architectural project that reshaped regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
142,1567,CE,Colombia,Colombia: Calendar Reform (1567 CE),"In 1567 CE, Colombia saw a far-reaching calendar reform that marked regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
143,1335,CE,Persia,Persia: Calendar Reform (1335 CE),"In 1335 CE, Persia saw a well-documented calendar reform that reshaped regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
144,1008,CE,Islamic Golden Age,Islamic Golden Age: Plague Outbreak (1008 CE),"In 1008 CE, Islamic Golden Age saw a long-debated plague outbreak that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
145,-429,BCE,Mongol Empire,Mongol Empire: University Charter (429 BCE),"In 429 BCE, Mongol Empire saw a remarkable university charter that accelerated regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
146,821,CE,Nepal,Nepal: Parliament Session (821 CE),"In 821 CE, Nepal saw a notable parliament session that accelerated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
147,-1325,BCE,Safavid Empire,Safavid Empire: Artistic Commission (1325 BCE),"In 1325 BCE, Safavid Empire saw a remarkable artistic commission that stabilized regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
148,1112,CE,Balkans,Balkans: Land Reform (1112 CE),"In 1112 CE, Balkans saw a notable land reform that challenged regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
149,1550,CE,German States,German States: Irrigation Works (1550 CE),"In 1550 CE, German States saw a formative irrigation works that marked regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
150,-537,BCE,Ming China,Ming China: Naval Engagement (537 BCE),"In 537 BCE, Ming China saw a formative naval engagement that ushered in regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
151,1247,CE,Achaemenid Empire,Achaemenid Empire: Coinage Standardization (1247 CE),"In 1247 CE, Achaemenid Empire saw a well-documented coinage standardization that transformed regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
152,-1672,BCE,Islamic Golden Age,Islamic Golden Age: Cultural Renaissance (1672 BCE),"In 1672 BCE, Islamic Golden Age saw a pivotal cultural renaissance that accelerated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
153,316,CE,German States,German States: Coinage Standardization (316 CE),"In 316 CE, German States saw a widely cited coinage standardization that stabilized regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
154,-1977,BCE,Caucasus,Caucasus: Translation Movement (1977 BCE),"In 1977 BCE, Caucasus saw a formative translation movement that stabilized regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
155,1888,CE,Poland-Lithuania,Poland-Lithuania: Palace Coup (1888 CE),"In 1888 CE, Poland-Lithuania saw a well-documented palace coup that ushered in regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
156,1750,CE,New Zealand,New Zealand: University Charter (1750 CE),"In 1750 CE, New Zealand saw a lesser-known university charter that transformed regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
157,-1223,BCE,Hungary,Hungary: Guild Formation (1223 BCE),"In 1223 BCE, Hungary saw a formative guild formation that consolidated regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
158,707,CE,Industrial Britain,Industrial Britain: Parliament Session (707 CE),"In 707 CE, Industrial Britain saw a lesser-known parliament session that codified regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
159,1781,CE,Khmer Empire,Khmer Empire: Postal Relay (1781 CE),"In 1781 CE, Khmer Empire saw a contested postal relay that reshaped regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
160,-1683,BCE,Roman Empire,Roman Empire: Harbor Expansion (1683 BCE),"In 1683 BCE, Roman Empire saw a formative harbor expansion that codified regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
161,1623,CE,Argentina,Argentina: Legal Code (1623 CE),"In 1623 CE, Argentina saw a formative legal code that marked regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
162,1209,CE,Industrial Britain,Industrial Britain: Religious Reform (1209 CE),"In 1209 CE, Industrial Britain saw a formative religious reform that ushered in regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
163,32,CE,Vietnam,Vietnam: Legal Code (32 CE),"In 32 CE, Vietnam saw a remarkable legal code that consolidated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
164,543,CE,Colonial America,Colonial America: Road Building (543 CE),"In 543 CE, Colonial America saw a remarkable road building that ushered in regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
165,1760,CE,Greece,Greece: Constitution Drafting (1760 CE),"In 1760 CE, Greece saw a long-debated constitution drafting that accelerated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
166,-281,BCE,Achaemenid Empire,Achaemenid Empire: Irrigation Works (281 BCE),"In 281 BCE, Achaemenid Empire saw a widely cited irrigation works that challenged regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
167,-404,BCE,Nepal,Nepal: Irrigation Works (404 BCE),"In 404 BCE, Nepal saw a pivotal irrigation works that accelerated regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
168,1851,CE,Ancient China,Ancient China: Battle (1851 CE),"In 1851 CE, Ancient China saw a long-debated battle that marked regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
169,883,CE,Viking Age Scandinavia,Viking Age Scandinavia: Translation Movement (883 CE),"In 883 CE, Viking Age Scandinavia saw a lesser-known translation movement that codified regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
170,369,CE,Heian Japan,Heian Japan: Succession Crisis (369 CE),"In 369 CE, Heian Japan saw a pivotal succession crisis that reshaped regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
171,494,CE,German States,German States: Guild Formation (494 CE),"In 494 CE, German States saw a well-documented guild formation that challenged regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
